id,user_id,created_by_name,updated_at,created_at,active,type,event_id,event_at
5177,755,Matthew Rodriguez,2023-10-23 23:28:17,2023-10-23 23:27:19,False,card,c33ea73b-0723-474d-9024-ebd2c5fb367f,2023-10-23 23:28:17
18,627,Carl Huffman,2023-10-23 23:08:59,2023-10-23 23:08:53,True,card,273e80ef-f138-4441-bf7c-cf4b47b7d51f,2023-10-23 23:08:59
540,206,Betty Brooks,2023-10-23 23:13:31,2023-10-23 23:10:49,False,card,e196b3cd-7871-4efc-bb67-f53f476baebf,2023-10-23 23:13:31
4889,489,Danielle Nelson,2023-10-23 23:26:15,2023-10-23 23:26:15,False,card,9d5db84d-dfdd-4d5d-a058-8c272c422cc4,2023-10-23 23:26:15
1010,428,Kathryn Huffman,2023-10-23 23:14:43,2023-10-23 23:12:34,True,card,00fb5077-881c-4706-bbbd-ad737a59c7dd,2023-10-23 23:14:43
966,817,Debra Gonzalez,2023-10-23 23:12:26,2023-10-23 23:12:26,True,card,adef1f8d-4e3d-4949-8aa3-45ca8ad1e47e,2023-10-23 23:12:26
767,913,Christopher Rivera,2023-10-23 23:26:17,2023-10-23 23:11:40,True,card,c10dc280-e730-494a-9e6a-3501edbad66f,2023-10-23 23:26:17
4154,561,Lauren Jones,2023-10-23 23:23:46,2023-10-23 23:23:46,True,card,4e0fa081-6d57-4910-a762-4359077e2518,2023-10-23 23:23:46
732,576,Karl Smith,2023-10-23 23:20:42,2023-10-23 23:11:31,True,card,fb588d5a-4fe0-4cff-9269-5ebb109fd68b,2023-10-23 23:20:42
3496,886,Robert Henry,2023-10-23 23:26:03,2023-10-23 23:21:28,True,card,220ca798-1aba-45f8-ad88-11e50b3377c0,2023-10-23 23:26:03
3559,851,Vincent Miller,2023-10-23 23:25:12,2023-10-23 23:21:43,False,card,bc55ab63-de7d-4a6c-b102-999ea86e5e39,2023-10-23 23:25:12
4020,581,Robin Scott,2023-10-23 23:23:16,2023-10-23 23:23:16,False,card,4ee8d9ac-1854-432f-b0f2-c6e38f7d84a7,2023-10-23 23:23:16
1183,310,Christopher Saunders,2023-10-23 23:13:07,2023-10-23 23:13:07,False,card,1e6e407b-3bf7-4d60-b87c-2f86b7856d01,2023-10-23 23:13:07
1673,85,Erica Contreras,2023-10-23 23:26:10,2023-10-23 23:14:53,False,card,d9644330-c877-4ccf-85c2-f5cc209ab02e,2023-10-23 23:26:10
4559,579,Joel Young,2023-10-23 23:25:08,2023-10-23 23:25:08,False,card,53fd3596-0f0c-420f-8894-4e8b05ac3d17,2023-10-23 23:25:08
2222,342,Aaron Bruce,2023-10-23 23:18:04,2023-10-23 23:16:49,True,card,51715b5c-1904-4245-b985-ae04c160f8b0,2023-10-23 23:18:04
1374,511,Christina Davidson,2023-10-23 23:13:47,2023-10-23 23:13:47,True,card,a3e018f6-07a3-4afa-a8ac-1377a0f00831,2023-10-23 23:13:47
215,313,Ashley Phillips,2023-10-23 23:17:53,2023-10-23 23:09:39,False,card,2efba680-d8b9-43db-87ec-45e5d14fcc55,2023-10-23 23:17:53
993,490,James Ali,2023-10-23 23:17:11,2023-10-23 23:12:31,True,card,ca8396ba-b957-4476-bba3-ea1def30bfd0,2023-10-23 23:17:11
4610,13,Lindsey Blake,2023-10-23 23:25:19,2023-10-23 23:25:19,True,card,7f3910e1-911f-4e7e-bbb7-c3099060ac36,2023-10-23 23:25:19
5365,640,Stephen Davis,2023-10-23 23:28:05,2023-10-23 23:28:05,False,card,68466e54-fdb2-4683-b487-c7e653a64d2b,2023-10-23 23:28:05
2860,50,Cynthia Oconnor,2023-10-23 23:19:08,2023-10-23 23:19:08,False,card,175dc515-91a0-45ce-8fe1-b76c927512bb,2023-10-23 23:19:08
4847,803,Jamie Wallace,2023-10-23 23:26:06,2023-10-23 23:26:06,False,card,1a8e2b1e-5f9a-45ba-a76f-40b1bab15228,2023-10-23 23:26:06
3401,249,Victoria Chan,2023-10-23 23:21:07,2023-10-23 23:21:07,True,card,2e3c8e96-67af-4179-bac5-2d27edebc2d5,2023-10-23 23:21:07
2940,130,Jessica Brown,2023-10-23 23:19:27,2023-10-23 23:19:27,True,card,a96513f7-842b-4cfb-b9b6-71c426715347,2023-10-23 23:19:27
0,361,Amy Wolf,2023-10-23 23:10:20,2023-10-23 23:08:50,True,card,be9b5e63-6146-437e-97f3-6312ee1122d8,2023-10-23 23:10:20
2777,615,Joseph Galvan,2023-10-23 23:18:51,2023-10-23 23:18:51,False,card,58fe3724-53ae-423a-aaa7-6a67ae51b059,2023-10-23 23:18:51
2019,111,Katrina Ramsey,2023-10-23 23:24:02,2023-10-23 23:16:04,False,card,8af05b88-bd01-41ca-86af-0352a4ed771c,2023-10-23 23:24:02
4627,721,Thomas Dixon,2023-10-23 23:25:22,2023-10-23 23:25:22,True,card,d511bf31-4191-473c-ba71-95fc892df578,2023-10-23 23:25:22
1037,660,Paul Sandoval,2023-10-23 23:13:34,2023-10-23 23:12:39,True,card,d182114f-29ca-4bf2-8195-9ab6b46926a3,2023-10-23 23:13:34
3343,284,Jimmy Becker,2023-10-23 23:21:40,2023-10-23 23:20:53,True,card,f573f022-5adf-47d3-91ef-da22e276d8a4,2023-10-23 23:21:40
203,650,Andrew Curry,2023-10-23 23:09:36,2023-10-23 23:09:36,True,card,a3455735-3572-43e5-bd0d-58e483f8efba,2023-10-23 23:09:36
5513,754,Kelly Diaz,2023-10-23 23:28:41,2023-10-23 23:28:41,False,card,9d86405e-6646-4c54-bae1-29a969a81073,2023-10-23 23:28:41
261,826,Michelle Miller,2023-10-23 23:12:28,2023-10-23 23:09:48,True,card,0de80bd4-9130-420c-895e-65c5b88ad782,2023-10-23 23:12:28
234,942,Lee Hart,2023-10-23 23:09:41,2023-10-23 23:09:41,False,card,d832ce2b-1001-4954-ac41-5e2ce0f5483f,2023-10-23 23:09:41
3295,70,Sandra James,2023-10-23 23:20:43,2023-10-23 23:20:43,True,card,4cf21e98-082b-4921-8759-34495cf550d9,2023-10-23 23:20:43
425,384,Joseph Kennedy,2023-10-23 23:22:37,2023-10-23 23:10:23,False,card,1dda20c0-e9a7-4557-bc71-ff79f09e3c23,2023-10-23 23:22:37
1217,114,Michael Ferguson,2023-10-23 23:18:23,2023-10-23 23:13:15,True,card,5f2abdd0-3816-4dc8-8514-bebdd77c8956,2023-10-23 23:18:23
1068,,Michael Bowen DDS,2023-10-23 23:14:14,2023-10-23 23:12:45,False,card,c453e11c-9648-4486-a7da-e8b968e2fa81,2023-10-23 23:14:14
823,911,Gregg Lynn,2023-10-23 23:27:36,2023-10-23 23:11:56,True,card,1b171dd3-eb6d-4fa7-a784-4760caff7f71,2023-10-23 23:27:36
2701,84,Michael Brooks,2023-10-23 23:28:47,2023-10-23 23:18:35,False,card,dabe3f37-3504-4a99-ad87-c81d11564d05,2023-10-23 23:28:47
4673,203,Alejandra Rodriguez,2023-10-23 23:25:31,2023-10-23 23:25:31,True,card,cfc60d3c-9364-4a6f-a960-f580ee5e91ed,2023-10-23 23:25:31
4143,849,James Holmes,2023-10-23 23:23:44,2023-10-23 23:23:44,False,card,ebf0a8d0-b65e-412b-9e3c-492553782357,2023-10-23 23:23:44
2621,519,Joyce Patterson,2023-10-23 23:21:26,2023-10-23 23:18:17,True,card,15648b24-cb17-4da8-9a24-502c675bcee0,2023-10-23 23:21:26
340,653,Jerry Jones,2023-10-23 23:10:05,2023-10-23 23:10:05,True,card,bf15122d-c1fa-458c-a2bc-3184321dc1a4,2023-10-23 23:10:05
413,879,Kelly Mcdaniel,2023-10-23 23:19:29,2023-10-23 23:10:20,False,card,69142225-fb27-4fd5-a9fa-95849f42b612,2023-10-23 23:19:29
4600,224,Tim Davis,2023-10-23 23:28:40,2023-10-23 23:25:17,False,card,9fea6d27-eeb0-4b9f-ba3f-1c495e97d201,2023-10-23 23:28:40
5031,611,Thomas Patel,2023-10-23 23:26:45,2023-10-23 23:26:45,False,card,6f5f8c7e-b216-4b88-bd4b-99589fb0e4d4,2023-10-23 23:26:45
168,640,Robert Ryan,2023-10-23 23:21:30,2023-10-23 23:09:28,True,card,e824b48f-b12f-4bda-b21d-266c1550a67c,2023-10-23 23:21:30
3374,585,Jason Jones,2023-10-23 23:21:00,2023-10-23 23:21:00,False,card,b9ba275b-8422-4187-850d-0ef8ff495a19,2023-10-23 23:21:00
2394,848,Rhonda Johnson,2023-10-23 23:20:17,2023-10-23 23:17:27,False,card,e1311b18-f648-45aa-9894-9c7ff7d54845,2023-10-23 23:20:17
896,910,Amanda Johnson,2023-10-23 23:24:19,2023-10-23 23:12:09,False,card,c0a5f857-6af5-4c61-b741-d976b0ca7b22,2023-10-23 23:24:19
4110,144,James Hoffman,2023-10-23 23:28:57,2023-10-23 23:23:37,True,card,d8bb9f28-753a-442e-9eb6-eb4460bb5b45,2023-10-23 23:28:57
2684,206,Tom Lewis,2023-10-23 23:18:32,2023-10-23 23:18:32,True,card,60c013cd-90e6-412b-b182-0ff92230a57c,2023-10-23 23:18:32
1534,496,Joel Morris,2023-10-23 23:23:50,2023-10-23 23:14:21,False,card,57466498-fb0d-4bf4-9b50-7c47f5123346,2023-10-23 23:23:50
3027,266,Jean Blair,2023-10-23 23:19:45,2023-10-23 23:19:45,True,card,131b2951-b4ce-4e4b-ac8e-1dff52f641d5,2023-10-23 23:19:45
5051,879,Valerie Daniel,2023-10-23 23:26:48,2023-10-23 23:26:48,True,card,1dfed055-9dd0-47c9-895c-d06bfa74a179,2023-10-23 23:26:48
3322,377,Melanie Velez,2023-10-23 23:23:46,2023-10-23 23:20:48,False,card,97db7d00-43e6-4062-ac5a-b26336339a0d,2023-10-23 23:23:46
4546,273,Matthew Kim,2023-10-23 23:25:06,2023-10-23 23:25:06,True,card,f27a3751-4718-4a1a-b127-ccec5c8ca968,2023-10-23 23:25:06
2310,806,Heather Conley,2023-10-23 23:21:26,2023-10-23 23:17:07,True,card,a1244d22-b861-48fe-9185-82ecff73f93d,2023-10-23 23:21:26
298,617,Larry Murphy,2023-10-23 23:12:42,2023-10-23 23:09:54,True,card,03795e24-e66e-42bf-8c78-56a8c1de5d0c,2023-10-23 23:12:42
1315,852,Justin Roberson,2023-10-23 23:20:47,2023-10-23 23:13:34,True,card,7b9e4844-172d-4ef1-ac2a-87a23e6d2a35,2023-10-23 23:20:47
221,595,Brittany Murray,2023-10-23 23:24:21,2023-10-23 23:09:40,True,card,645d0c39-46fd-4324-a9d1-e89ebe6c7313,2023-10-23 23:24:21
341,894,Erica Freeman,2023-10-23 23:10:14,2023-10-23 23:10:05,False,card,43344ca4-4af6-4557-8fcb-225dcad65439,2023-10-23 23:10:14
2223,254,Sonia Bailey,2023-10-23 23:21:34,2023-10-23 23:16:49,False,card,5a3d64cf-859b-400c-8e7c-675aa8eb71fd,2023-10-23 23:21:34
649,534,Jacob Wright,2023-10-23 23:19:01,2023-10-23 23:11:12,True,card,72ab8c94-36c7-487b-b5e4-cd155ac29a26,2023-10-23 23:19:01
5745,973,Paul Andrews,2023-10-23 23:29:31,2023-10-23 23:29:31,False,card,042d86e8-7626-4765-bcd2-8fb882549a72,2023-10-23 23:29:31
5682,185,Pamela Hawkins,2023-10-23 23:29:18,2023-10-23 23:29:18,False,card,f95c09f8-0375-447f-94bf-707ba5c88554,2023-10-23 23:29:18
695,642,Leroy Mendoza,2023-10-23 23:11:24,2023-10-23 23:11:24,False,card,6c292946-d9cb-405c-8f0a-8e7e4f2c7059,2023-10-23 23:11:24
1538,724,Carmen Lutz,2023-10-23 23:19:04,2023-10-23 23:14:23,False,card,bfe3d20e-0ce1-466b-a8c7-5858e69484d2,2023-10-23 23:19:04
631,665,Christopher Martin,2023-10-23 23:17:03,2023-10-23 23:11:08,True,card,6cb1f81a-2ec0-4602-9e40-3f386258773c,2023-10-23 23:17:03
1488,42,Alexander Bauer,2023-10-23 23:17:01,2023-10-23 23:14:12,False,card,02ab68b3-1538-4163-9971-4706cc9dc871,2023-10-23 23:17:01
590,352,Mary Ross,2023-10-23 23:13:18,2023-10-23 23:10:59,False,card,81e67aea-6b72-48ab-821b-3a7a856c5454,2023-10-23 23:13:18
1016,465,Mary Prince,2023-10-23 23:21:45,2023-10-23 23:12:36,True,card,973e9884-731c-481e-a599-4331766ca131,2023-10-23 23:21:45
2714,168,Daniel Wiggins,2023-10-23 23:18:38,2023-10-23 23:18:38,False,card,8f62a0f0-c1af-43e8-b633-41683e8e7881,2023-10-23 23:18:38
2248,644,Brian Davis,2023-10-23 23:17:25,2023-10-23 23:16:53,True,card,5529fd3a-98b6-40a2-8069-28e7d77508eb,2023-10-23 23:17:25
3519,647,Becky Ramos,2023-10-23 23:21:36,2023-10-23 23:21:36,False,card,e08d7237-6b47-417f-b0ae-5b6afb5de47a,2023-10-23 23:21:36
2445,322,Anthony Rice,2023-10-23 23:21:10,2023-10-23 23:17:37,False,card,624faee9-10df-4ea0-832b-01d5641f19e1,2023-10-23 23:21:10
545,488,Mrs. Dawn Clark DDS,2023-10-23 23:23:33,2023-10-23 23:10:51,True,card,3f025762-0192-42e6-9a26-7adbb10442a9,2023-10-23 23:23:33
1418,261,Eric Stevens,2023-10-23 23:21:03,2023-10-23 23:13:56,False,card,e49958ec-a827-4dcc-83eb-d4e4539145ab,2023-10-23 23:21:03
3813,1000,Mark Schwartz,2023-10-23 23:22:33,2023-10-23 23:22:33,False,card,4e3b2748-be3a-4769-ba83-87c853c0e0bf,2023-10-23 23:22:33
4888,776,Victoria Smith,2023-10-23 23:26:14,2023-10-23 23:26:14,False,card,4d1e45de-eaa8-422d-84bf-83869acf5ff2,2023-10-23 23:26:14
466,900,David Monroe,2023-10-23 23:10:32,2023-10-23 23:10:32,True,card,4772df99-05b9-43ef-a9f1-ed9592812323,2023-10-23 23:10:32
601,527,Sarah Little,2023-10-23 23:17:38,2023-10-23 23:11:01,True,card,9838f194-6ef1-4899-8abb-882d4a1a8e3e,2023-10-23 23:17:38
2578,833,Chad Fuller,2023-10-23 23:18:05,2023-10-23 23:18:05,False,card,9003678c-2674-41c5-a1b7-3583e80cf4e0,2023-10-23 23:18:05
1090,606,Allen Glover,2023-10-23 23:21:10,2023-10-23 23:12:48,True,card,f6b4fb64-6898-4d02-893c-8177f5fd2d42,2023-10-23 23:21:10
3209,487,John Pearson,2023-10-23 23:20:25,2023-10-23 23:20:25,False,card,b963d857-e0d3-426f-8f4b-433793298e90,2023-10-23 23:20:25
534,147,Vanessa Parks,2023-10-23 23:10:47,2023-10-23 23:10:47,False,card,2f90179a-efeb-44ab-8e59-9f69d8ab9ac5,2023-10-23 23:10:47
422,795,Samuel Barr,2023-10-23 23:10:27,2023-10-23 23:10:22,False,card,9b4bda7d-2a4f-434a-9fce-ce7ee1e0f83d,2023-10-23 23:10:27
4561,274,Elizabeth Hoffman,2023-10-23 23:25:09,2023-10-23 23:25:09,True,card,ae211a5d-f06d-422b-8446-1bdd935bc0c9,2023-10-23 23:25:09
4806,879,Brandon Castillo,2023-10-23 23:25:58,2023-10-23 23:25:58,True,card,530071b9-496c-48f3-ac01-c8a843b87ce0,2023-10-23 23:25:58
4406,919,Andrew Martin,2023-10-23 23:24:37,2023-10-23 23:24:37,True,card,c32f723a-9ef1-4379-8c3b-87c8a8103e4e,2023-10-23 23:24:37
3114,793,Alexander Meyer,2023-10-23 23:28:07,2023-10-23 23:20:04,False,card,f79dc039-59a3-40dd-a683-55c45dce968c,2023-10-23 23:28:07
1926,271,Cody Ross,2023-10-23 23:15:43,2023-10-23 23:15:43,False,card,1e640b7c-ff69-4ad6-9844-5f9bb802ad1e,2023-10-23 23:15:43
1904,131,Julie James,2023-10-23 23:15:38,2023-10-23 23:15:38,True,card,aab7470f-1d4e-4214-943b-c019bba5c2de,2023-10-23 23:15:38
32,429,Michael Skinner,2023-10-23 23:12:19,2023-10-23 23:08:56,True,card,c060e950-a0eb-4312-871c-900992e1249c,2023-10-23 23:12:19
240,389,Alisha Crawford,2023-10-23 23:14:57,2023-10-23 23:09:43,True,card,540cfbcf-8b03-4bdd-b841-8363a604613b,2023-10-23 23:14:57
1111,312,Amy Murray,2023-10-23 23:23:53,2023-10-23 23:12:53,True,card,c019bf3b-5ded-4dbe-bf3f-b09a60524399,2023-10-23 23:23:53
3379,898,Cynthia Weaver,2023-10-23 23:27:59,2023-10-23 23:21:02,True,card,47febbca-4604-445f-9618-331bf3b03ac5,2023-10-23 23:27:59
2192,546,William Gomez,2023-10-23 23:29:27,2023-10-23 23:16:44,False,card,77a8baaf-de49-40d9-a75b-bcad691fc0ce,2023-10-23 23:29:27
1057,,Christopher Adams,2023-10-23 23:12:43,2023-10-23 23:12:43,False,card,4e6edd88-304e-4004-8ff0-61c703a29f93,2023-10-23 23:12:43
375,780,Tiffany Crawford,2023-10-23 23:24:23,2023-10-23 23:10:12,False,card,fbed0b95-23df-474e-9f61-246cd9ef22d2,2023-10-23 23:24:23
94,669,April Wilson,2023-10-23 23:10:23,2023-10-23 23:09:14,True,card,7399dd1d-b75f-4d79-9e9c-b44eb7bbe951,2023-10-23 23:10:23
906,652,Amy Edwards,2023-10-23 23:12:13,2023-10-23 23:12:13,False,card,f47be5ed-7a31-41ab-8508-4ff57fa9fd58,2023-10-23 23:12:13
4559,579,Joel Young,2023-10-23 23:28:33,2023-10-23 23:25:08,False,card,1e55fd06-6ff7-4d3a-a30a-5e1c3900b032,2023-10-23 23:28:33
3168,986,Victoria Zamora,2023-10-23 23:20:14,2023-10-23 23:20:14,True,card,1eb15977-85e5-42b7-9b64-6c44fdb009b6,2023-10-23 23:20:14
1050,586,Russell Davis,2023-10-23 23:12:42,2023-10-23 23:12:42,False,card,5e9497ea-45d2-413c-8304-b24173e39ca7,2023-10-23 23:12:42
288,700,Jonathan Campbell,2023-10-23 23:09:56,2023-10-23 23:09:53,True,card,5e8200f2-c1d0-48e3-9017-d53e91f3835d,2023-10-23 23:09:56
4516,267,Daryl Davis,2023-10-23 23:25:01,2023-10-23 23:25:01,False,card,cda7ac3f-6a4c-41f9-850e-609955ef640c,2023-10-23 23:25:01
2006,720,Casey Osborn,2023-10-23 23:16:00,2023-10-23 23:16:00,False,card,fb43f793-bad2-43ca-8403-c765624a0085,2023-10-23 23:16:00
2888,424,Adrienne Aguilar,2023-10-23 23:19:13,2023-10-23 23:19:13,False,card,af0129b9-3909-48f0-bb3d-c31166fcb352,2023-10-23 23:19:13
1144,47,Stephen Harris,2023-10-23 23:12:59,2023-10-23 23:12:59,False,card,eb686774-4351-44c5-83c6-4bc2f09e8702,2023-10-23 23:12:59
1219,939,Heather Perez,2023-10-23 23:17:38,2023-10-23 23:13:15,False,card,c83ff60c-328c-41e1-a10c-c10e19c2ba08,2023-10-23 23:17:38
39,44,Brian Harris,2023-10-23 23:27:59,2023-10-23 23:08:58,False,card,72e08ae2-f5fc-42b7-90c4-dac80ed937f7,2023-10-23 23:27:59
48,35,Darlene Santana,2023-10-23 23:10:19,2023-10-23 23:09:01,False,card,cf0fd780-e56f-4ef9-a765-80a6458459f9,2023-10-23 23:10:19
1429,813,William Kelly,2023-10-23 23:15:11,2023-10-23 23:13:59,False,card,e9e55f8e-73b9-4f12-bef9-5c70cb39ebbc,2023-10-23 23:15:11
2,210,Jennifer Brooks,2023-10-23 23:09:39,2023-10-23 23:08:50,True,card,f0a77d2a-ce86-4704-8392-afa974d8e088,2023-10-23 23:09:39
3488,583,Mary Walton,2023-10-23 23:21:27,2023-10-23 23:21:27,True,card,0d08620c-b704-48c2-93b0-cb01d926bbd7,2023-10-23 23:21:27
5267,834,Ryan Skinner,2023-10-23 23:27:42,2023-10-23 23:27:42,False,card,40f9daa1-c05d-483e-a4ed-b19d8f3bd30f,2023-10-23 23:27:42
3140,942,Matthew Mahoney,2023-10-23 23:20:08,2023-10-23 23:20:08,True,card,080fcf2c-0ef0-4ea0-b08d-7812f08e291b,2023-10-23 23:20:08
497,690,Riley Chen,2023-10-23 23:10:38,2023-10-23 23:10:38,True,card,056133f6-9d03-47b3-bc51-0c9340f063e4,2023-10-23 23:10:38
3676,542,Derek Hernandez,2023-10-23 23:22:07,2023-10-23 23:22:07,False,card,7efbb0f8-6344-4440-a68a-86e5b6a3ac09,2023-10-23 23:22:07
28,779,Andrew Wood,2023-10-23 23:09:01,2023-10-23 23:08:56,True,card,c50d4863-c13e-4ab7-9b6c-3205df309c92,2023-10-23 23:09:01
152,,Billy Curtis,2023-10-23 23:19:12,2023-10-23 23:09:24,False,card,9de18bfa-f450-4201-8e4b-a32b4288bec1,2023-10-23 23:19:12
4767,58,Jeffrey Stewart,2023-10-23 23:25:50,2023-10-23 23:25:50,False,card,6ed3c4d9-2a93-4126-97c3-b8eefdffc2ec,2023-10-23 23:25:50
2652,,Ray Jimenez,2023-10-23 23:19:37,2023-10-23 23:18:23,True,card,e673b754-2d9a-43fb-a947-2cbc13e011c2,2023-10-23 23:19:37
3180,957,Christopher Wallace,2023-10-23 23:20:17,2023-10-23 23:20:17,False,card,4cb6151a-d0d3-45f0-8771-c631f9946cdc,2023-10-23 23:20:17
2528,168,Erica King,2023-10-23 23:17:55,2023-10-23 23:17:55,False,card,0c28f52e-e985-486a-ac98-b4d62936f481,2023-10-23 23:17:55
3209,487,John Pearson,2023-10-23 23:30:04,2023-10-23 23:20:25,False,card,bee5b55c-3840-48e8-9ead-98667a1c958d,2023-10-23 23:30:04
489,49,Walter Trujillo,2023-10-23 23:13:18,2023-10-23 23:10:36,True,card,642d866d-dd47-4b9a-8f55-cea0a8b04897,2023-10-23 23:13:18
